id,blog_id,url,blog,fulldate,date,time,hour,notes,notes_mean,notes_index,post_frequency
832,1.34143E+11,http://comedycentral.tumblr.com/post/134142692295/if-you-havent-watched-drunk-historys-space,comedycentral,2015-11-28 20:00:00 GMT,11/28/2015,20:00:00,20,181,453,0.399558499,1
833,1.34085E+11,http://comedycentral.tumblr.com/post/134084720165/stay-thankful,comedycentral,2015-11-27 23:00:00 GMT,11/27/2015,23:00:00,23,202,453,0.445916115,1
834,1.34022E+11,http://comedycentral.tumblr.com/post/134022140690/a-bountiful-friendsgiving-feast,comedycentral,2015-11-26 23:00:00 GMT,11/26/2015,23:00:00,23,451,453,0.995584989,1
835,1.33953E+11,http://comedycentral.tumblr.com/post/133952929900/this-thanksgiving-eve-make-it-a-night-to-remember,comedycentral,2015-11-25 22:00:00 GMT,11/25/2015,22:00:00,22,113,453,0.249448124,2
836,1.33896E+11,http://comedycentral.tumblr.com/post/133896307995/make-this-the-best-friendsgiving-yet,comedycentral,2015-11-25 01:00:00 GMT,11/25/2015,1:00:00,1,137,453,0.302428256,2
837,1.33886E+11,http://comedycentral.tumblr.com/post/133886329985/weve-got-our-eye-on-you-nathan-fillion,comedycentral,2015-11-24 22:00:00 GMT,11/24/2015,22:00:00,22,306,453,0.675496689,4
838,1.33862E+11,http://comedycentral.tumblr.com/post/133861822330/go-number-two-like-youre-number-one,comedycentral,2015-11-24 14:00:00 GMT,11/24/2015,14:00:00,14,91,453,0.200883002,4
839,1.33834E+11,http://comedycentral.tumblr.com/post/133833738260/amarniecan-grumpthic,comedycentral,2015-11-24 02:00:00 GMT,11/24/2015,2:00:00,2,263,453,0.580573951,4
840,1.3383E+11,http://comedycentral.tumblr.com/post/133830354610/blake-anderson-and-adam-devine-fall-on-the-wrong,comedycentral,2015-11-24 01:00:00 GMT,11/24/2015,1:00:00,1,218,453,0.481236203,4
841,1.33816E+11,http://comedycentral.tumblr.com/post/133816142025/happy-birthday-miley-cyrus-you-keep-doing-you,comedycentral,2015-11-23 21:00:00 GMT,11/23/2015,21:00:00,21,187,453,0.412803532,1
842,1.33661E+11,http://comedycentral.tumblr.com/post/133660927055/good-friends-watch-drunk-history-together,comedycentral,2015-11-21 16:00:00 GMT,11/21/2015,16:00:00,16,127,453,0.280353201,2
843,1.33628E+11,http://comedycentral.tumblr.com/post/133628119885/fomo-can-really-drive-you-up-the-wall-or-up-a,comedycentral,2015-11-21 02:00:00 GMT,11/21/2015,2:00:00,2,72,453,0.158940397,2
846,1.33556E+11,http://comedycentral.tumblr.com/post/133555513360/nothing-says-im-above-the-law-like-a-vanity,comedycentral,2015-11-19 23:00:04 GMT,11/19/2015,23:00:04,23,133,453,0.293598234,5
847,1.33549E+11,http://comedycentral.tumblr.com/post/133548538345/income-inequality-in-flavor-country,comedycentral,2015-11-19 21:00:00 GMT,11/19/2015,21:00:00,21,124,453,0.273730684,5
848,1.33545E+11,http://comedycentral.tumblr.com/post/133544702850/unfortunately-for-ben-carson-foreign-policy-aint,comedycentral,2015-11-19 19:49:54 GMT,11/19/2015,19:49:54,19,789,453,1.741721854,5
849,1.33542E+11,http://comedycentral.tumblr.com/post/133542139085/caitlyn-jenner-is-doing-great-pedestrians-not-so,comedycentral,2015-11-19 19:00:00 GMT,11/19/2015,19:00:00,19,358,453,0.790286976,5
850,1.33518E+11,http://comedycentral.tumblr.com/post/133517872030/were-beta-testing-some-banana-switches,comedycentral,2015-11-19 07:30:00 GMT,11/19/2015,7:30:00,7,84,453,0.185430464,5
851,1.33479E+11,http://comedycentral.tumblr.com/post/133479036620/dig-into-last-nights-daily-show,comedycentral,2015-11-18 19:20:52 GMT,11/18/2015,19:20:52,19,1233,453,2.721854305,1
852,1.33425E+11,http://comedycentral.tumblr.com/post/133424534895/the-oxford-english-dictionarys-word-of-the-year,comedycentral,2015-11-17 22:00:00 GMT,11/17/2015,22:00:00,22,107,453,0.236203091,4
853,1.33421E+11,http://comedycentral.tumblr.com/post/133421693905/nightlyshow-click-here-to-watch-larrys-full,comedycentral,2015-11-17 21:11:27 GMT,11/17/2015,21:11:27,21,999,453,2.205298013,4
854,1.3342E+11,http://comedycentral.tumblr.com/post/133419999325/click-here-to-watch-trevor-noahs-response-to-the,comedycentral,2015-11-17 20:42:00 GMT,11/17/2015,20:42:00,20,484,453,1.068432671,4
855,1.33371E+11,http://comedycentral.tumblr.com/post/133370750090/tomorrow-on-drunk-history-its-vegas-baby,comedycentral,2015-11-17 01:00:00 GMT,11/17/2015,1:00:00,1,162,453,0.357615894,4
856,1.33353E+11,http://comedycentral.tumblr.com/post/133353257935/its-a-big-day-for-six-guys-one-car-nope-bigger,comedycentral,2015-11-16 20:00:00 GMT,11/16/2015,20:00:00,20,180,453,0.397350993,3
857,1.33338E+11,http://comedycentral.tumblr.com/post/133338418595/we-like-our-coffee-like-we-like-our-coffee,comedycentral,2015-11-16 15:00:00 GMT,11/16/2015,15:00:00,15,519,453,1.145695364,3
858,1.33304E+11,http://comedycentral.tumblr.com/post/133304089940/once-youre-done-looking-deep-into-henry-winklers,comedycentral,2015-11-16 01:00:00 GMT,11/16/2015,1:00:00,1,133,453,0.293598234,3
859,1.33151E+11,http://comedycentral.tumblr.com/post/133151399590/once-you-find-love-never-let-it-go-full-episode,comedycentral,2015-11-13 21:00:00 GMT,11/13/2015,21:00:00,21,129,453,0.284768212,4
860,1.33149E+11,http://comedycentral.tumblr.com/post/133148612365/the-fec-is-dysfunctional-and-ineffective-and,comedycentral,2015-11-13 20:07:28 GMT,11/13/2015,20:07:28,20,827,453,1.825607064,4
861,1.33145E+11,http://comedycentral.tumblr.com/post/133145253535/move-over-shia-donald-and-missy-were-trying-to,comedycentral,2015-11-13 19:00:00 GMT,11/13/2015,19:00:00,19,114,453,0.251655629,4
862,1.33101E+11,http://comedycentral.tumblr.com/post/133101345750/last-nights-south-park-let-it-all-hang-out,comedycentral,2015-11-13 01:00:00 GMT,11/13/2015,1:00:00,1,295,453,0.651214128,4
863,1.33095E+11,http://comedycentral.tumblr.com/post/133094717320/whether-youre-looking-for-something-to-drink,comedycentral,2015-11-12 23:00:04 GMT,11/12/2015,23:00:04,23,57,453,0.125827815,3
864,1.33091E+11,http://comedycentral.tumblr.com/post/133091296090/ryan-gosling-reading-all-his-birthday-wishes,comedycentral,2015-11-12 22:00:35 GMT,11/12/2015,22:00:35,22,111,453,0.245033113,3
865,1.33081E+11,http://comedycentral.tumblr.com/post/133081138445/the-daily-show-fact-checks-the-latest-gop-debate,comedycentral,2015-11-12 19:01:51 GMT,11/12/2015,19:01:51,19,1920,453,4.238410596,3
866,1.33025E+11,http://comedycentral.tumblr.com/post/133025092145/larry-wilmore-unpacks-the-racial-controversy-at,comedycentral,2015-11-11 21:46:24 GMT,11/11/2015,21:46:24,21,1388,453,3.06401766,3
867,1.33018E+11,http://comedycentral.tumblr.com/post/133017567235/click-here-to-watch-trevor-take-on-the-starbucks,comedycentral,2015-11-11 19:40:51 GMT,11/11/2015,19:40:51,19,2313,453,5.105960265,3
868,1.33006E+11,http://comedycentral.tumblr.com/post/133005899275/take-a-look-inside-tweek-and-craigs-tumultuous,comedycentral,2015-11-11 16:00:00 GMT,11/11/2015,16:00:00,16,208,453,0.459161148,3
873,1.32626E+11,http://comedycentral.tumblr.com/post/132883256850/atmidnightcc-hope-you-took-a-load-off-playing,comedycentral,2015-11-09 18:57:13 GMT,11/9/2015,18:57:13,18,380,453,0.838852097,3
874,1.32873E+11,http://comedycentral.tumblr.com/post/132872675155/it-is-possible-to-hold-two-competing-ideas-in-your,comedycentral,2015-11-09 15:24:26 GMT,11/9/2015,15:24:26,15,642,453,1.417218543,3
875,1.32837E+11,http://comedycentral.tumblr.com/post/132837124855/its-sunday-funday-time-to-behave-badly-start,comedycentral,2015-11-09 01:00:00 GMT,11/9/2015,1:00:00,1,75,453,0.165562914,3
876,1.3281E+11,http://comedycentral.tumblr.com/post/132810374510/squashgoals,comedycentral,2015-11-08 18:00:00 GMT,11/8/2015,18:00:00,18,60,453,0.132450331,1
877,1.32754E+11,http://comedycentral.tumblr.com/post/132753956840/whats-your-deal-internet,comedycentral,2015-11-07 22:00:00 GMT,11/7/2015,22:00:00,22,308,453,0.6799117,2
878,1.32733E+11,http://comedycentral.tumblr.com/post/132733402550/the-latest-drunk-history-is-finger-lickin-good,comedycentral,2015-11-07 16:00:01 GMT,11/7/2015,16:00:01,16,63,453,0.139072848,2
879,1.32685E+11,http://comedycentral.tumblr.com/post/132684717910/you-are-officially-an-american-now-trevor-click,comedycentral,2015-11-06 21:17:56 GMT,11/6/2015,21:17:56,21,511,453,1.12803532,2
880,1.32675E+11,http://comedycentral.tumblr.com/post/132674754955/coldplays-new-album-looks-like-their-most,comedycentral,2015-11-06 18:04:54 GMT,11/6/2015,18:04:54,18,133,453,0.293598234,2
883,1.32556E+11,http://comedycentral.tumblr.com/post/132556107755/watch-larry-perform-black-magic-to-show-what,comedycentral,2015-11-04 20:52:55 GMT,11/4/2015,20:52:55,20,465,453,1.026490066,3
884,1.32551E+11,http://comedycentral.tumblr.com/post/132551418915/the-iowa-gop-just-found-out-what-happens-when-you,comedycentral,2015-11-04 19:28:29 GMT,11/4/2015,19:28:29,19,247,453,0.545253863,3
885,1.32503E+11,http://comedycentral.tumblr.com/post/132502690720/make-america-great-again-by-watching-last-nights,comedycentral,2015-11-04 00:02:54 GMT,11/4/2015,0:02:54,0,1625,453,3.587196468,3
886,1.32491E+11,http://comedycentral.tumblr.com/post/132491026575/candy-crush-sold-for-6b-but-our-game-gandhi,comedycentral,2015-11-03 20:39:55 GMT,11/3/2015,20:39:55,20,283,453,0.624724062,3
887,1.32486E+11,http://comedycentral.tumblr.com/post/132485643505/larry-wilmore-explains-the-unfair-sentencing-rules,comedycentral,2015-11-03 19:01:01 GMT,11/3/2015,19:01:01,19,1270,453,2.803532009,3
888,1.3244E+11,http://comedycentral.tumblr.com/post/132440228790/drunk-history-is-all-new-and-all-new-mexico,comedycentral,2015-11-03 01:00:00 GMT,11/3/2015,1:00:00,1,115,453,0.253863135,3
889,1.32434E+11,http://comedycentral.tumblr.com/post/132433726230/put-off-your-important-life-decisions-watch,comedycentral,2015-11-02 23:00:00 GMT,11/2/2015,23:00:00,23,176,453,0.388520971,4
890,1.32423E+11,http://comedycentral.tumblr.com/post/132423100795/november-at-comedy-central-stage-thanksgiving-is,comedycentral,2015-11-02 20:05:10 GMT,11/2/2015,20:05:10,20,17,453,0.037527594,4
891,1.32376E+11,http://comedycentral.tumblr.com/post/132375691430/ooommmmmmmm-nom,comedycentral,2015-11-02 02:00:00 GMT,11/2/2015,2:00:00,2,378,453,0.834437086,4
892,1.32369E+11,http://comedycentral.tumblr.com/post/132368604905/we-get-it-spirit-realm,comedycentral,2015-11-02 00:00:00 GMT,11/2/2015,0:00:00,0,329,453,0.726269316,4
893,1.32296E+11,http://comedycentral.tumblr.com/post/132295628965/trick-or-taco,comedycentral,2015-10-31 22:00:00 GMT,10/31/2015,22:00:00,22,334,453,0.737306843,1
894,1.32178E+11,http://comedycentral.tumblr.com/post/132178163115/this-halloween-celebrate-moonbeam-city-style,comedycentral,2015-10-30 00:00:00 GMT,10/30/2015,0:00:00,0,246,453,0.543046358,1
895,1.32171E+11,http://comedycentral.tumblr.com/post/132171495245/you-know-it-when-you-see-it-all-new-nathan-for,comedycentral,2015-10-29 22:00:00 GMT,10/29/2015,22:00:00,22,121,453,0.267108168,4
896,1.32159E+11,http://comedycentral.tumblr.com/post/132159309685/why-is-cupid-cartman-whizzing-in-craigs-mouth,comedycentral,2015-10-29 18:18:00 GMT,10/29/2015,18:18:00,18,179,453,0.395143488,4
897,1.32134E+11,http://comedycentral.tumblr.com/post/132133808765/ghosted-again,comedycentral,2015-10-29 06:18:00 GMT,10/29/2015,6:18:00,6,190,453,0.419426049,4
898,1.32114E+11,http://comedycentral.tumblr.com/post/132113936700/which-gourd-are-you-voting-for-gopdebate,comedycentral,2015-10-29 00:00:00 GMT,10/29/2015,0:00:00,0,131,453,0.289183223,4
899,1.32108E+11,http://comedycentral.tumblr.com/post/132108116985/to-fully-appreciate-this-storyboard-watch-our,comedycentral,2015-10-28 22:18:29 GMT,10/28/2015,22:18:29,22,110,453,0.242825607,3
900,1.32093E+11,http://comedycentral.tumblr.com/post/132093249110/nationaliloveyouday,comedycentral,2015-10-28 17:50:28 GMT,10/28/2015,17:50:28,17,177,453,0.390728477,3
901,1.32088E+11,http://comedycentral.tumblr.com/post/132088094475/judge-t-pain-is-tough-but-fair-welcome-to-hip-hop,comedycentral,2015-10-28 16:00:00 GMT,10/28/2015,16:00:00,16,94,453,0.207505519,3
902,1.32045E+11,http://comedycentral.tumblr.com/post/132045395005/new-yorks-latest-viral-sensation-is-here,comedycentral,2015-10-27 23:00:00 GMT,10/27/2015,23:00:00,23,252,453,0.556291391,2
903,1.32028E+11,http://comedycentral.tumblr.com/post/132028294230/famous-last-words-all-new-drunk-history-tonight,comedycentral,2015-10-27 18:00:00 GMT,10/27/2015,18:00:00,18,354,453,0.781456954,2
904,1.31979E+11,http://comedycentral.tumblr.com/post/131979156195/archer-not-to-be-ignored-back-to-back-episodes,comedycentral,2015-10-26 23:00:00 GMT,10/26/2015,23:00:00,23,340,453,0.750551876,3
905,1.31962E+11,http://comedycentral.tumblr.com/post/131972127370/southparkdigital-fans-last-call-for-your,comedycentral,2015-10-26 21:03:26 GMT,10/26/2015,21:03:26,21,1359,453,3,3
906,1.31968E+11,http://comedycentral.tumblr.com/post/131968346935/spies-bribery-manipulation-famous-dogs-the,comedycentral,2015-10-26 20:00:00 GMT,10/26/2015,20:00:00,20,116,453,0.25607064,3
907,1.31892E+11,http://comedycentral.tumblr.com/post/131892105015/lets-kick-off-cuffing-season,comedycentral,2015-10-25 18:00:00 GMT,10/25/2015,18:00:00,18,324,453,0.715231788,2
908,1.3185E+11,http://comedycentral.tumblr.com/post/131850239645/food-for-thought,comedycentral,2015-10-25 02:00:00 GMT,10/25/2015,2:00:00,2,398,453,0.878587196,2
909,1.3176E+11,http://comedycentral.tumblr.com/post/131759998735/jeb-bush-is-horny-for-supergirl-and-fox-friends,comedycentral,2015-10-23 18:26:25 GMT,10/23/2015,18:26:25,18,900,453,1.986754967,2
910,1.31753E+11,http://comedycentral.tumblr.com/post/131753280930/welcome-to-the-hip-hop-courtroom,comedycentral,2015-10-23 16:08:53 GMT,10/23/2015,16:08:53,16,47,453,0.103752759,2
911,1.31705E+11,http://comedycentral.tumblr.com/post/131705104210/last-nights-moonbeam-city-is-dazzle-approved,comedycentral,2015-10-22 21:00:00 GMT,10/22/2015,21:00:00,21,152,453,0.335540839,5
912,1.31698E+11,http://comedycentral.tumblr.com/post/131698280755/mellow-out-with-a-brand-new-episode-of-nathan-for,comedycentral,2015-10-22 19:00:00 GMT,10/22/2015,19:00:00,19,137,453,0.302428256,5
913,1.31697E+11,http://comedycentral.tumblr.com/post/131696826495/when-bae-has-the-new-ios,comedycentral,2015-10-22 18:31:51 GMT,10/22/2015,18:31:51,18,486,453,1.072847682,5
914,1.31691E+11,http://comedycentral.tumblr.com/post/131691050105/finger-snaps-new-south-park-finger-snaps-full,comedycentral,2015-10-22 16:32:00 GMT,10/22/2015,16:32:00,16,164,453,0.362030905,5
915,1.31691E+11,http://comedycentral.tumblr.com/post/131690863510/paul-ryans-demands-are-getting-a-little-out-of,comedycentral,2015-10-22 16:27:52 GMT,10/22/2015,16:27:52,16,381,453,0.841059603,5
916,1.31636E+11,http://comedycentral.tumblr.com/post/131636179300/larry-wilmore-saw-some-realness-in-the-new-star,comedycentral,2015-10-21 19:35:20 GMT,10/21/2015,19:35:20,19,584,453,1.289183223,3
917,1.31632E+11,http://comedycentral.tumblr.com/post/131632309750/everyones-a-critic-in-this-storyboard-from-last,comedycentral,2015-10-21 18:24:27 GMT,10/21/2015,18:24:27,18,80,453,0.176600442,3
918,1.3163E+11,http://comedycentral.tumblr.com/post/131629552175/learn-all-aboot-the-canadian-election-on-last,comedycentral,2015-10-21 17:30:27 GMT,10/21/2015,17:30:27,17,962,453,2.123620309,3
919,1.31576E+11,http://comedycentral.tumblr.com/post/131575770070/all-new-emojis-must-be-approved-by-the-unicode,comedycentral,2015-10-20 21:00:00 GMT,10/20/2015,21:00:00,21,149,453,0.328918322,3
920,1.31563E+11,http://comedycentral.tumblr.com/post/131563328585/the-daily-show-tries-to-figure-out-who-really-won,comedycentral,2015-10-20 17:14:58 GMT,10/20/2015,17:14:58,17,830,453,1.832229581,3
921,1.31521E+11,http://comedycentral.tumblr.com/post/131520884375/confessions-go-better-with-blood-marys,comedycentral,2015-10-20 00:00:00 GMT,10/20/2015,0:00:00,0,1018,453,2.247240618,3
922,1.31512E+11,http://comedycentral.tumblr.com/post/131511942515/an-all-new-drunkhistory-gets-the-slurred-scoop-on,comedycentral,2015-10-19 21:22:23 GMT,10/19/2015,21:22:23,21,159,453,0.350993377,1
923,1.31439E+11,http://comedycentral.tumblr.com/post/131438581200/shut-up-internet,comedycentral,2015-10-18 20:00:00 GMT,10/18/2015,20:00:00,20,523,453,1.154525386,1
924,1.31321E+11,http://comedycentral.tumblr.com/post/131320864600/the-sweet-relief-of-pizza,comedycentral,2015-10-17 02:00:00 GMT,10/17/2015,2:00:00,2,247,453,0.545253863,1
925,1.313E+11,http://comedycentral.tumblr.com/post/131300006480/click-here-to-watch-the-daily-shows-coverage-of,comedycentral,2015-10-16 19:31:24 GMT,10/16/2015,19:31:24,19,503,453,1.110375276,2
926,1.31293E+11,http://comedycentral.tumblr.com/post/131293006715/larry-wilmore-looks-at-the-effect-of-viral-videos,comedycentral,2015-10-16 17:16:53 GMT,10/16/2015,17:16:53,17,386,453,0.85209713,2
927,1.31245E+11,http://comedycentral.tumblr.com/post/131244715580/from-the-bottom-of-the-ocean-to-the-top-of-your,comedycentral,2015-10-15 22:07:14 GMT,10/15/2015,22:07:14,22,148,453,0.326710817,4
928,1.31238E+11,http://comedycentral.tumblr.com/post/131237547650/last-nights-south-park-all-about-aroma-and,comedycentral,2015-10-15 20:00:00 GMT,10/15/2015,20:00:00,20,279,453,0.61589404,4
929,1.31234E+11,http://comedycentral.tumblr.com/post/131234140845/the-season-premiere-of-nathan-for-you-features,comedycentral,2015-10-15 19:00:00 GMT,10/15/2015,19:00:00,19,152,453,0.335540839,4
930,1.31228E+11,http://comedycentral.tumblr.com/post/131228184500/relive-all-the-high-and-lows-of-the-debate-with,comedycentral,2015-10-15 17:03:23 GMT,10/15/2015,17:03:23,17,1390,453,3.068432671,4
931,1.31177E+11,http://comedycentral.tumblr.com/post/131176581075/the-internet-is-making-life-hard-for-both-softcore,comedycentral,2015-10-14 21:00:01 GMT,10/14/2015,21:00:01,21,1031,453,2.27593819,3
932,1.31169E+11,http://comedycentral.tumblr.com/post/131168693330/why-are-students-taking-dildos-to-class-at-the,comedycentral,2015-10-14 18:46:56 GMT,10/14/2015,18:46:56,18,339,453,0.748344371,3
933,1.31115E+11,http://comedycentral.tumblr.com/post/131164878450/atmidnightcc-thanks-for-heckling-the-lectern,comedycentral,2015-10-14 17:34:45 GMT,10/14/2015,17:34:45,17,805,453,1.777041943,3
934,1.31099E+11,http://comedycentral.tumblr.com/post/131098772910/the-daily-shows-roy-wood-jr-went-to-the-justice,comedycentral,2015-10-13 17:36:26 GMT,10/13/2015,17:36:26,17,382,453,0.843267108,3
935,1.31093E+11,http://comedycentral.tumblr.com/post/131093373660/honoring-those-bros-who-went-above-and-beyond,comedycentral,2015-10-13 15:48:32 GMT,10/13/2015,15:48:32,15,466,453,1.028697572,3
936,1.31057E+11,http://comedycentral.tumblr.com/post/131056930715/two-arousing-episodes-of-archer-tonight-109c,comedycentral,2015-10-13 01:00:00 GMT,10/13/2015,1:00:00,1,437,453,0.964679912,3
937,1.31041E+11,http://comedycentral.tumblr.com/post/131041104860/in-space-no-one-can-hear-you-slur-all-new-drunk,comedycentral,2015-10-12 20:26:00 GMT,10/12/2015,20:26:00,20,90,453,0.198675497,1
938,1.3095E+11,http://comedycentral.tumblr.com/post/130950365738/nathan-for-you-is-back-and-better-for-business,comedycentral,2015-10-11 15:00:28 GMT,10/11/2015,15:00:28,15,695,453,1.534216336,1
939,1.30909E+11,http://comedycentral.tumblr.com/post/130908763415/a-lot-can-happen-in-three-years,comedycentral,2015-10-10 23:00:00 GMT,10/10/2015,23:00:00,23,268,453,0.591611479,2
940,1.30902E+11,http://comedycentral.tumblr.com/post/130902011580/were-expecting-expecting-some-incredible-comedy,comedycentral,2015-10-10 21:00:00 GMT,10/10/2015,21:00:00,21,689,453,1.520971302,2
941,1.30829E+11,http://comedycentral.tumblr.com/post/130829029080/america-has-5-of-the-worlds-population-and-25,comedycentral,2015-10-09 19:21:03 GMT,10/9/2015,19:21:03,19,1709,453,3.772626932,2
942,1.30793E+11,http://comedycentral.tumblr.com/post/130792966545/a-late-night-sandwich-is-the-most,comedycentral,2015-10-09 04:00:00 GMT,10/9/2015,4:00:00,4,387,453,0.854304636,2
943,1.30775E+11,http://comedycentral.tumblr.com/post/130774687995/larry-wilmore-on-dr-ben-carsons-advice-for-mass,comedycentral,2015-10-08 22:27:09 GMT,10/8/2015,22:27:09,22,495,453,1.092715232,1
944,1.30691E+11,http://comedycentral.tumblr.com/post/130691158150/the-uberfication-of-the-economy-has-trevor-feeling,comedycentral,2015-10-07 16:57:48 GMT,10/7/2015,16:57:48,16,496,453,1.094922737,2
945,1.3064E+11,http://comedycentral.tumblr.com/post/130649360355/atmidnightcc-thanks-for-passing-your-event,comedycentral,2015-10-07 00:14:13 GMT,10/7/2015,0:14:13,0,561,453,1.238410596,2
949,1.30579E+11,http://comedycentral.tumblr.com/post/130578684915/the-worlds-greatest-chess-story-as-told-by-the,comedycentral,2015-10-05 23:00:00 GMT,10/5/2015,23:00:00,23,105,453,0.231788079,4
950,1.30568E+11,http://comedycentral.tumblr.com/post/130567661930/october-at-comedy-central-stage-the-air-is-cooling,comedycentral,2015-10-05 19:58:18 GMT,10/5/2015,19:58:18,19,8,453,0.017660044,4
951,1.30561E+11,http://comedycentral.tumblr.com/post/130561133995/thrust-and-click-to-watch-alternatino-our-new,comedycentral,2015-10-05 18:05:28 GMT,10/5/2015,18:05:28,18,82,453,0.181015453,4
952,1.30552E+11,http://comedycentral.tumblr.com/post/130551880990/you-can-learn-a-lot-about-someone-just-by-reading,comedycentral,2015-10-05 15:03:34 GMT,10/5/2015,15:03:34,15,191,453,0.421633554,4
953,1.35472E+11,http://glamour.tumblr.com/post/135471819933/pink-beanies-for-all-via-glamourcom,glamour,2015-12-19 00:00:38 GMT,12/19/2015,0:00:38,0,101,299,0.337792642,1
954,1.35453E+11,http://glamour.tumblr.com/post/135453196444/confetti-time-photo-stocksy,glamour,2015-12-18 18:00:19 GMT,12/18/2015,18:00:19,18,102,299,0.341137124,2
955,1.35443E+11,http://glamour.tumblr.com/post/135442850412/party-clutches-via-glamourcom,glamour,2015-12-18 14:00:22 GMT,12/18/2015,14:00:22,14,104,299,0.347826087,2
956,1.35391E+11,http://glamour.tumblr.com/post/135390822307/whitney-ports-wedding-hair-via-glamourcom,glamour,2015-12-17 18:00:37 GMT,12/17/2015,18:00:37,18,105,299,0.351170569,3
957,1.3538E+11,http://glamour.tumblr.com/post/135380444205/red-white-and-blue-for-winter-via-glamourcom,glamour,2015-12-17 14:00:19 GMT,12/17/2015,14:00:19,14,105,299,0.351170569,3
958,1.35347E+11,http://glamour.tumblr.com/post/135347083790/bright-coats-season-via-glamourcom,glamour,2015-12-17 00:00:28 GMT,12/17/2015,0:00:28,0,106,299,0.35451505,3
959,1.35328E+11,http://glamour.tumblr.com/post/135327522363/tis-the-season-via-pinterest,glamour,2015-12-16 18:00:21 GMT,12/16/2015,18:00:21,18,107,299,0.357859532,3
960,1.35317E+11,http://glamour.tumblr.com/post/135316912304/dreaming-of-summer-with-dolce-gabbana-spring,glamour,2015-12-16 14:00:12 GMT,12/16/2015,14:00:12,14,108,299,0.361204013,3
961,1.35282E+11,http://glamour.tumblr.com/post/135282263523/the-many-faces-of-diane-photo-norman-seeff,glamour,2015-12-16 00:00:27 GMT,12/16/2015,0:00:27,0,108,299,0.361204013,3
962,1.35252E+11,http://glamour.tumblr.com/post/135251510707/warm-winter-boot-time-via-glamourcom,glamour,2015-12-15 14:00:16 GMT,12/15/2015,14:00:16,14,108,299,0.361204013,2
963,1.35216E+11,http://glamour.tumblr.com/post/135216124692/all-we-want-for-christmas-via,glamour,2015-12-15 00:00:27 GMT,12/15/2015,0:00:27,0,109,299,0.364548495,2
964,1.35196E+11,http://glamour.tumblr.com/post/135195557877/gucci-pre-fall-2016-via-voguerunwaycom,glamour,2015-12-14 18:00:19 GMT,12/14/2015,18:00:19,18,109,299,0.364548495,2
965,1.35185E+11,http://glamour.tumblr.com/post/135184742198/best-friends-via-glamourcom,glamour,2015-12-14 14:00:32 GMT,12/14/2015,14:00:32,14,110,299,0.367892977,2
966,1.35012E+11,http://glamour.tumblr.com/post/135012170249/dreaming-of-summer-via-pinterest,glamour,2015-12-12 00:00:22 GMT,12/12/2015,0:00:22,0,110,299,0.367892977,1
967,1.34993E+11,http://glamour.tumblr.com/post/134993292426/tuxedo-blazer-obsessed-via-glamourcom,glamour,2015-12-11 18:00:23 GMT,12/11/2015,18:00:23,18,110,299,0.367892977,3
968,1.34983E+11,http://glamour.tumblr.com/post/134982867833/good-vibes-via-sugar-cloth,glamour,2015-12-11 14:00:18 GMT,12/11/2015,14:00:18,14,111,299,0.371237458,3
969,1.34949E+11,http://glamour.tumblr.com/post/134949245052/bundle-up-photo-giampaolo-sgura,glamour,2015-12-11 00:00:27 GMT,12/11/2015,0:00:27,0,112,299,0.37458194,3
970,1.3493E+11,http://glamour.tumblr.com/post/134929916825/erdem-family-portrait-via-voguecom,glamour,2015-12-10 18:00:38 GMT,12/10/2015,18:00:38,18,113,299,0.377926421,3
971,1.34919E+11,http://glamour.tumblr.com/post/134919319142/just-the-essentials-via-jessiwebb-on-instagram,glamour,2015-12-10 14:00:20 GMT,12/10/2015,14:00:20,14,114,299,0.381270903,3
972,1.34885E+11,http://glamour.tumblr.com/post/134885296035/natalie-joos-and-her-vintage-loves-photo-katie,glamour,2015-12-10 00:00:36 GMT,12/10/2015,0:00:36,0,115,299,0.384615385,3
973,1.34855E+11,http://glamour.tumblr.com/post/134855026054/boost-your-mood-with-hues-of-blue-via-glamourcom,glamour,2015-12-09 14:00:12 GMT,12/9/2015,14:00:12,14,118,299,0.394648829,2
974,1.34821E+11,http://glamour.tumblr.com/post/134821311934/stripes-on-stripes-on-stripes-photo-alique,glamour,2015-12-09 00:00:24 GMT,12/9/2015,0:00:24,0,118,299,0.394648829,2
975,1.34791E+11,http://glamour.tumblr.com/post/134790688469/isabella-boylston-flies-through-the-air-photo,glamour,2015-12-08 14:00:23 GMT,12/8/2015,14:00:23,14,120,299,0.401337793,2
976,1.34756E+11,http://glamour.tumblr.com/post/134755535241/plaid-shirts-the-ultimate-fall-favorite-via,glamour,2015-12-08 00:00:13 GMT,12/8/2015,0:00:13,0,120,299,0.401337793,2
977,1.34736E+11,http://glamour.tumblr.com/post/134735595468/the-ultimate-victorias-secret-girl-gang,glamour,2015-12-07 18:00:25 GMT,12/7/2015,18:00:25,18,120,299,0.401337793,2
978,1.34725E+11,http://glamour.tumblr.com/post/134724782412/presented-by-burberry-shimmer-this-holiday-season,glamour,2015-12-07 14:00:28 GMT,12/7/2015,14:00:28,14,123,299,0.411371237,2
979,1.34555E+11,http://glamour.tumblr.com/post/134554934204/smile-photo-rex-usa,glamour,2015-12-05 00:00:31 GMT,12/5/2015,0:00:31,0,125,299,0.418060201,1
